Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2025-07-21,61.1645,61.2542,60.8174,60.8874
2025-07-22,60.889,60.988,60.5439,60.5882
2025-07-23,60.5851,60.6927,60.4806,60.5015
2025-07-24,60.5028,60.7406,60.4177,60.7227
2025-07-25,60.7243,61.0044,60.6872,60.8805
2025-07-28,60.8753,61.3675,60.812,61.3427
2025-07-29,61.347,61.5858,61.3045,61.4549
2025-07-30,61.4551,62.0098,61.3329,61.9943
2025-07-31,61.9944,62.141,61.7685,62.0922
2025-08-01,62.0987,62.2616,61.3451,61.4466
2025-08-04,61.3624,61.5726,61.3175,61.4268
2025-08-05,61.429,61.6063,61.3184,61.4378
2025-08-06,61.4379,61.5047,61.1635,61.227
2025-08-07,61.2263,61.3203,61.0736,61.1224
2025-08-08,61.1166,61.2793,61.0478,61.2349
2025-08-11,61.2152,61.4668,61.1171,61.3895
2025-08-12,61.388,61.4382,61.072,61.1501
2025-08-13,61.1523,61.2054,60.8926,60.9728
2025-08-14,60.976,61.2585,60.852,61.1976
2025-08-15,61.1988,61.216,60.9522,61.0615
2025-08-18,61.0369,61.2331,61.0239,61.1984
2025-08-19,61.198,61.2893,61.0956,61.2668
2025-08-20,61.2662,61.3598,61.1352,61.2188
2025-08-21,61.2192,61.5127,61.2059,61.497
2025-08-22,61.4959,61.6081,60.8766,60.9838
2025-08-25,60.9774,61.3679,60.9654,61.301
2025-08-26,61.3001,61.3808,61.0991,61.1769
2025-08-27,61.1783,61.4449,61.0838,61.1082
2025-08-28,61.1042,61.1095,60.8739,60.9689
2025-08-29,60.9663,61.1307,60.8564,60.908
2025-09-01,60.9343,60.9861,60.8235,60.9143
2025-09-02,60.9114,61.4784,60.8736,61.303
2025-09-03,61.2997,61.5094,61.1487,61.224
2025-09-04,61.2198,61.4048,61.1738,61.3137
2025-09-05,61.3119,61.3241,60.8167,61.0157
2025-09-08,61.0326,61.1463,60.7894,60.8185
2025-09-09,60.8133,61.0155,60.6521,60.9676
2025-09-10,60.9678,61.0599,60.8921,61.0275
2025-09-11,61.0263,61.1679,60.8218,60.865
2025-09-12,60.8641,61.0718,60.838,60.916
2025-09-15,60.9252,60.9594,60.7147,60.7447
2025-09-16,60.7461,60.7763,60.316,60.3718
2025-09-17,60.3731,60.5781,60.1058,60.5444
2025-09-18,60.5462,60.9098,60.4814,60.8036
2025-09-19,60.8016,61.0565,60.7237,60.953
2025-09-22,60.9489,61.0641,60.8141,60.8351
2025-09-23,60.8303,60.8878,60.7648,60.7915
2025-09-24,60.7897,61.179,60.7732,61.1442
2025-09-25,61.145,61.5809,61.0872,61.5212
2025-09-26,61.5115,61.5605,61.3338,61.3463
2025-09-29,61.3587,61.3718,61.1481,61.2171
2025-09-30,61.218,61.2709,61.0159,61.1105
2025-10-01,61.1127,61.1659,60.9048,61.0413
2025-10-02,61.0375,61.2856,60.9344,61.1413
2025-10-03,61.1436,61.2097,61.0142,61.0542
2025-10-06,61.2675,61.5073,61.2619,61.3069
2025-10-07,61.3054,61.6375,61.2927,61.5952
2025-10-08,61.596,61.8755,61.5758,61.767
2025-10-09,61.7635,62.1801,61.6848,62.0851
2025-10-10,62.088,62.1396,61.7338,61.7819
2025-10-13,61.7929,62.0259,61.7356,61.9654
2025-10-14,61.9642,62.1018,61.8282,61.8582
2025-10-15,61.8564,61.8821,61.5945,61.6366
2025-10-16,61.633,61.6525,61.4179,61.4427
2025-10-17,61.4398,61.5159,61.2382,61.4271
2025-10-20,61.4706,61.5553,61.4214,61.5143
2025-10-21,61.5156,61.7614,61.4614,61.7349
2025-10-22,61.7349,61.8466,61.6388,61.7114
2025-10-23,61.7143,61.8801,61.6971,61.7812
2025-10-24,61.7783,61.9013,61.6827,61.8047
2025-10-27,61.8255,61.8643,61.6997,61.7337
2025-10-28,61.7331,61.8398,61.5846,61.6928
2025-10-29,61.6927,62.0923,61.6036,61.9572
2025-10-30,61.957,62.3493,61.8503,62.2102
2025-10-31,62.209,62.4074,62.141,62.3056
2025-11-03,62.3318,62.5156,62.308,62.4451
2025-11-04,62.4467,62.6598,62.3588,62.6223
2025-11-05,62.6221,62.7623,62.5299,62.6348
2025-11-06,62.6358,62.6382,62.3373,62.366
2025-11-07,62.3584,62.4709,62.1783,62.245
2025-11-10,62.3023,62.3703,62.2235,62.2855
2025-11-11,62.2826,62.3709,62.0975,62.2018
2025-11-12,62.2068,62.3484,62.1648,62.2209
2025-11-13,62.216,62.2929,61.9335,62.066
2025-11-14,62.0607,62.1511,61.8757,62.091
2025-11-17,62.0862,62.2797,62.0686,62.2463
2025-11-18,62.2434,62.3246,62.1486,62.289
2025-11-19,62.2879,62.7466,62.2506,62.6858
2025-11-20,62.6862,62.8267,62.6457,62.7641
2025-11-21,62.769,62.8252,62.6053,62.6844
2025-11-24,62.7152,62.8006,62.6661,62.7322
2025-11-25,62.7363,62.7809,62.4409,62.5457
2025-11-26,62.5413,62.6124,62.3649,62.3748
2025-11-27,62.3746,62.4475,62.2623,62.3693
2025-11-28,62.3691,62.4907,62.2097,62.269
2025-12-01,62.2914,62.3057,61.9999,62.2776
2025-12-02,62.2774,62.3866,62.2362,62.2538
2025-12-03,62.2508,62.2508,61.9129,61.941
2025-12-04,61.9421,62.0674,61.8465,62.043
2025-12-05,62.0445,62.0723,61.8977,61.9551
2025-12-08,61.9531,62.1368,61.8685,62.09
2025-12-09,62.0901,62.2333,62.0143,62.1762
2025-12-10,62.177,62.1883,61.7741,61.8234
2025-12-11,61.8232,61.8842,61.4888,61.6289
2025-12-12,61.6295,61.7542,61.5992,61.6917
2025-12-15,61.6742,61.7315,61.5096,61.6225
2025-12-16,61.624,61.6343,61.3554,61.5162
2025-12-17,61.5156,61.8072,61.4911,61.6665
2025-12-18,61.6631,61.7599,61.5118,61.6513
2025-12-19,61.6472,61.8928,61.6354,61.8778
2025-12-22,61.8449,61.8802,61.5319,61.5901
2025-12-23,61.5895,61.5895,61.2908,61.32
2025-12-24,61.3243,61.3587,61.2085,61.3347
2025-12-25,61.3337,61.3337,61.286,61.2888
2025-12-26,61.2877,61.4508,61.2824,61.3824
2025-12-29,61.3951,61.475,61.3128,61.3743
2025-12-30,61.3592,61.5319,61.2873,61.5041
2025-12-31,61.5032,61.6912,61.4925,61.5544
2026-01-02,61.5559,61.6581,61.4724,61.6214
2026-01-05,61.6436,61.8596,61.4756,61.5423
2026-01-06,61.5385,61.7321,61.4375,61.7134
2026-01-07,61.713,61.8591,61.6502,61.8364
2026-01-08,61.8365,61.9828,61.816,61.9186
2026-01-09,61.9186,62.1838,61.9056,62.1255
2026-01-12,62.1567,62.1931,61.8567,61.9674
2026-01-13,61.9682,62.2048,61.9417,62.1774
2026-01-14,62.1788,62.2315,61.9986,62.0666
2026-01-15,62.0693,62.3403,62.059,62.2588
2026-01-16,62.2539,62.2912,62.1135,62.2424
2026-01-19,62.2442,62.2543,61.9839,62.025
2026-01-20,62.0246,62.0864,61.6109,61.7835
2026-01-21,61.7834,61.995,61.6922,61.9343
2026-01-22,61.9341,61.9934,61.6499,61.6576
2026-01-23,61.6576,61.793,61.0571,61.0684
2026-01-26,60.7612,60.9611,60.5975,60.7861
2026-01-27,60.7833,60.9222,59.8811,59.9529
2026-01-28,59.9507,60.5288,59.949,60.2707
2026-01-29,60.2691,60.4124,60.0589,60.0914
2026-01-30,60.0929,60.7035,60.0581,60.7035
2026-02-02,60.744,61.0973,60.6503,61.0118
2026-02-03,61.0116,61.0509,60.8003,60.8682
2026-02-04,60.8647,61.0834,60.8474,61.0502
2026-02-05,61.0517,61.2738,61.0306,61.2539
2026-02-06,61.2544,61.2775,61.0041,61.0469
2026-02-09,61.1195,61.1709,60.5199,60.5711
2026-02-10,60.5713,60.6581,60.3438,60.538
2026-02-11,60.5371,60.7604,60.2642,60.5387
2026-02-12,60.5396,60.6492,60.4099,60.5053
2026-02-13,60.5041,60.6879,60.4325,60.468
2026-02-16,60.4667,60.6337,60.4638,60.6112
2026-02-17,60.6118,60.9293,60.5768,60.667
2026-02-18,60.664,61.0259,60.6435,61.0049
2026-02-19,61.0058,61.2143,60.9438,61.0881
2026-02-20,61.088,61.2305,60.9626,61.0641
2026-02-23,61.0199,61.1259,60.8117,61.0295
2026-02-24,61.0288,61.2124,61,61.126
2026-02-25,61.127,61.242,60.9977,61.0268
2026-02-26,61.0269,61.2354,60.9141,61.1125
2026-02-27,61.1124,61.122,60.9325,60.991
2026-03-02,61.0931,61.6329,61.0177,61.4896
2026-03-03,61.4868,62.018,61.4172,61.6762
2026-03-04,61.6753,61.8077,61.4792,61.5097
2026-03-05,61.5099,61.8449,61.4142,61.6528
2026-03-06,61.6553,61.8055,61.4412,61.5051
2026-03-09,61.7328,61.8764,61.3817,61.4374
2026-03-10,61.4353,61.5404,61.276,61.5306
2026-03-11,61.531,61.7291,61.3819,61.7275
2026-03-12,61.7276,61.9654,61.6415,61.9261
2026-03-13,61.9253,62.3824,61.8547,62.3504
2026-03-16,62.2858,62.3332,61.9481,62.0535
2026-03-17,62.0535,62.1901,61.8837,61.9092
2026-03-18,61.9096,62.3557,61.8688,62.3199
2026-03-19,62.321,62.3293,61.6485,61.8227
2026-03-20,61.8227,62.1146,61.8001,61.9907
2026-03-23,62.015,62.3057,61.5944,61.7634
2026-03-24,61.7636,62.113,61.7547,61.8635
2026-03-25,61.8633,62.1561,61.8026,62.1348
2026-03-26,62.1316,62.3668,62.1163,62.279
2026-03-27,62.2787,62.5443,62.2478,62.5377
2026-03-30,62.5287,62.7046,62.4448,62.6558
2026-03-31,62.6568,62.7322,62.3911,62.4268
2026-04-01,62.4155,62.4402,62.0644,62.1899
